"","genes","state"
"624","WWC1","Het_Hom_DE"
"625","DPYSL3","Het_Hom_DE"
"626","HRH2","Het_Hom_DE"
"627","CNTN3","Het_Hom_DE"
"628","NPHP3","Het_Hom_DE"
"629","AMOTL2","Het_Hom_DE"
"630","NIT2","Het_Hom_DE"
"631","FAM162A","Het_Hom_DE"
"632","OGG1","Het_Hom_DE"
"633","KAT2B","Het_Hom_DE"
"634","SERPINI2","Het_Hom_DE"
"635","WNT5A","Het_Hom_DE"
"636","C3orf14","Het_Hom_DE"
"637","IFT57","Het_Hom_DE"
"638","IQCG","Het_Hom_DE"
"639","UMPS","Het_Hom_DE"
"640","C3orf52","Het_Hom_DE"
"641","FRMD4B","Het_Hom_DE"
"642","EFCC1","common"
"643","NEK11","Het_Hom_DE"
"644","PLCH1","Het_Hom_DE"
"645","NKTR","Het_Hom_DE"
"646","FOXP1","Het_Hom_DE"
"647","PIKFYVE","Het_Hom_DE"
"648","SLC35F5","Het_Hom_DE"
"649","STEAP3","Het_Hom_DE"
"650","TP53I3","Het_Hom_DE"
"651","POMC","Het_Hom_DE"
"652","TANC1","Het_Hom_DE"
"653","PCSK4","Het_Hom_DE"
"654","APC2","Het_Hom_DE"
"655","PCGF1","Het_Hom_DE"
"656","GALNT3","Het_Hom_DE"
"657","EFEMP1","Het_Hom_DE"
"658","DNAH6","Het_Hom_DE"
"659","IGFBP2","Het_Hom_DE"
"660","KCNJ13","Het_Hom_DE"
"661","CHMP3","Het_Hom_DE"
"662","MLPH","Het_Hom_DE"
"663","PASK","Het_Hom_DE"
"664","ID2","common"
"665","HPCAL1","Het_Hom_DE"
"666","QPCT","common"
"667","RMDN2","Het_Hom_DE"
"668","PLCL1","common"
"669","SLC1A4","Het_Hom_DE"
"670","RND3","Het_Hom_DE"
"671","TRAK2","Het_Hom_DE"
"672","EPAS1","Het_Hom_DE"
"673","ARID3A","Het_Hom_DE"
"674","PRRX1","Het_Hom_DE"
"675","DHCR24","Het_Hom_DE"
